epoch,total_loss,ce_loss,ajloss,gcl_loss,align_loss,orth_loss,subject_loss,subject_shared_loss,subject_private_loss,shared_subject_acc,private_subject_acc,target_pseudo_conf_mean,target_reliability_mean,target_feature_agreement_mean,target_feature_margin_mean,target_feature_entropy_score_mean,target_scale_consistency_mean,target_align_conf_mean,target_align_coverage,target_align_count,align_active,validation_accuracy,validation_macro_f1
1,4.361486625671387,0.990042769908905,1.2939804553985597,9.844117546081543,0.0,0.0029308895114809274,2.6006116390228273,2.5781174659729005,2.6231057167053224,0.14626457840204238,0.13340943902730942,0.5185879230499267,0.23833432793617249,0.48900901079177855,0.17706768959760666,0.11032312652096152,0.6268418788909912,0.0,0.0,0.0,0.0,0.6924965625613828,0.6871911587868716
2,3.736936664581299,0.4601112246513367,1.2786289215087892,9.608975601196288,0.0,0.0025117425713688133,2.470399522781372,2.456215190887451,2.4845839023590086,0.16770519316196442,0.1668112486600876,0.7482353329658509,0.5534449994564057,0.7076491832733154,0.4763274252414703,0.41693115830421446,0.7917726397514343,0.0,0.0,0.0,0.0,0.699469652327637,0.6975863065474309
3,3.4448678970336912,0.22177306115627288,1.2648505210876464,9.462554740905762,0.0,0.0020308059873059394,2.413882541656494,2.4037157535552978,2.424049234390259,0.17286267280578613,0.16651275455951692,0.8749017238616943,0.6947713136672974,0.8059872150421142,0.6380542516708374,0.5900978922843934,0.8370593428611756,0.0,0.0,0.0,0.0,0.7272637988607347,0.7262916277549504
4,3.2853115081787108,0.11032291948795318,1.252765989303589,9.311963653564453,0.0,0.001932981377467513,2.3819119930267334,2.3733800888061523,2.3904438495635985,0.17758578360080718,0.16684981286525727,0.913292133808136,0.7016456007957459,0.8108152747154236,0.6438111186027526,0.611495578289032,0.8269591093063354,0.0,0.0,0.0,0.0,0.7414064034570811,0.7393089130770735
5,3.1994245529174803,0.06002148687839508,1.2418222188949586,9.198763847351074,0.0,0.0016823262674733996,2.3620258808135985,2.355173349380493,2.3688783645629883,0.18043125569820403,0.16664437353610992,0.9311409831047058,0.6967982411384582,0.8073428988456726,0.6354886531829834,0.61244136095047,0.8174725651741028,0.0,0.0,0.0,0.0,0.7523079945000982,0.751607319066505
6,3.156097650527954,0.03946419209241867,1.2322193145751954,9.12711410522461,0.0,0.0013442981988191604,2.350955677032471,2.343675661087036,2.358235740661621,0.18167624771595,0.1666180282831192,0.941653037071228,0.7029821395874023,0.8111955642700195,0.6414661765098572,0.6241607546806336,0.8184317350387573,0.0,0.0,0.0,0.0,0.7645845609899823,0.7628590222508422
7,3.13450288772583,0.029949438571929932,1.2235881090164185,9.09165916442871,0.0,0.001084041455760598,2.3455159664154053,2.3368738174438475,2.3541580200195313,0.18090633451938629,0.16642836332321168,0.9495323777198792,0.7155033111572265,0.8193920016288757,0.6565500855445862,0.639780068397522,0.8259177446365357,0.0,0.0,0.0,0.0,0.7646827735219014,0.7633943498797952
8,3.118791437149048,0.021618765965104102,1.2164258241653443,9.072382545471191,0.0,0.000921208004001528,2.3413250923156737,2.3315388202667235,2.3511112689971925,0.1855738043785095,0.16769345998764038,0.9516089677810669,0.7151892423629761,0.8182323813438416,0.6536600232124329,0.6413702964782715,0.8271174669265747,0.0,0.0,0.0,0.0,0.7616381850324101,0.7602643188507955
9,3.1058013439178467,0.016479343920946122,1.2099176883697509,9.048102951049804,0.0,0.0008114443160593509,2.3396276473999023,2.3291019439697265,2.3501532554626463,0.1868540734052658,0.16561331152915953,0.9519794583320618,0.7106552124023438,0.81497802734375,0.6482394337654114,0.6370578408241272,0.8236209750175476,0.0,0.0,0.0,0.0,0.7781378903948144,0.7775513652612608
10,3.093363857269287,0.012689994648098946,1.2044841527938843,9.01980152130127,0.0,0.0007156679173931479,2.3378756046295166,2.326598882675171,2.349152374267578,0.1887378752231598,0.16577075123786927,0.9534055352210998,0.7067603826522827,0.8121817350387573,0.6429055213928223,0.6346144914627075,0.8200790405273437,0.0,0.0,0.0,0.0,0.7622274602239246,0.7612407732989107
