variant,checkpoint,metric,n_subjects,mean,std
no_agreement,best,accuracy,3,0.5201723462593028,0.1914740716494371
no_agreement,best,macro_f1,3,0.5246606779966482,0.17760875030071183
fused_alignment,best,accuracy,3,0.5319232275754014,0.15701198334730473
fused_alignment,best,macro_f1,3,0.5345167275986481,0.1443958898811633
no_agreement,final,accuracy,3,0.5522914218566393,0.15736531761217737
no_agreement,final,macro_f1,3,0.5555736620911286,0.14908411997145765
fused_alignment,final,accuracy,3,0.5052878965922444,0.11219886868313751
fused_alignment,final,macro_f1,3,0.5191304884428052,0.11658011617233173
