checkpoint,metric,n_subjects,baseline_mean,baseline_std,fused_mean,fused_std,delta_mean,delta_std
best,accuracy,3,0.5844104974539758,0.10352045515084057,0.5840188014101058,0.11269824227834865,0.00039169604386997864,0.035698103846657094
best,macro_f1,3,0.5836067573519506,0.09106609363181109,0.5924826357162878,0.10800431867703948,-0.00887587836433725,0.04209501431812957
final,accuracy,3,0.6102624363493929,0.125693545499072,0.5534665099882491,0.07895566307181584,0.05679592636114378,0.04733853715718282
final,macro_f1,3,0.6189873066722203,0.11450829592161582,0.5647236284901378,0.07668451772487908,0.05426367818208259,0.03784439822704201
