threshold,n_total,n_selected,n_correct,coverage,selected_accuracy
0.42,8229,6546,3468,0.7954794021144732,0.5297891842346472
0.43,8229,6471,3438,0.7863652934742982,0.5312934631432545
0.44,8229,6386,3400,0.7760359703487666,0.5324146570623238
0.45,8229,6306,3370,0.7663142544659133,0.5344116714240406
0.46,8229,6249,3346,0.7593875318993802,0.5354456713074092
0.47000000000000003,8229,6184,3318,0.7514886377445619,0.5365459249676585
0.48,8229,6103,3280,0.741645400413173,0.5374406029821399
0.49,8229,6029,3251,0.7326528132215336,0.5392270691656991
0.5,8229,5949,3215,0.7229310973386803,0.5404269625147083
0.51,8229,5883,3181,0.7149106817353262,0.5407105218425973
0.52,8229,5792,3150,0.7038522299185807,0.543853591160221
0.53,8229,5728,3121,0.696074857212298,0.5448673184357542
0.54,8229,5646,3089,0.6861100984323734,0.547113000354233
0.55,8229,5574,3060,0.6773605541378053,0.5489773950484392
0.56,8229,5491,3025,0.667274273909345,0.5509014751411401
0.5700000000000001,8229,5403,2983,0.6565803864382064,0.5521006848047381
0.58,8229,5333,2953,0.6480738850407097,0.553722107631727
0.59,8229,5268,2923,0.6401749908858914,0.5548595292331056
0.6,8229,5188,2883,0.630453275003038,0.5557054741711642
0.61,8229,5118,2857,0.6219467736055414,0.5582258694802658
0.62,8229,5036,2812,0.6119820148256168,0.5583796664019063
0.63,8229,4969,2777,0.6038400777737271,0.5588649627691689
0.64,8229,4884,2739,0.5935107546481954,0.5608108108108109
0.65,8229,4800,2700,0.5833029529711994,0.5625
0.66,8229,4704,2647,0.5716368939117754,0.5627125850340136
0.67,8229,4635,2619,0.5632519139628145,0.5650485436893203
0.68,8229,4546,2581,0.5524365050431401,0.567751869775627
0.6900000000000001,8229,4432,2529,0.5385830599100742,0.5706227436823105
0.7000000000000001,8229,4347,2481,0.5282537367845425,0.5707384403036577
0.71,8229,4248,2431,0.5162231133795114,0.5722693032015066
0.72,8229,4137,2368,0.5027342325920525,0.5723954556441866
0.73,8229,4038,2314,0.4907036091870215,0.5730559683011391
0.74,8229,3934,2251,0.4780653785393122,0.5721911540416879
0.75,8229,3826,2174,0.4649410620974602,0.5682174594877156
0.76,8229,3727,2114,0.4529104386924292,0.5672122350415885
0.77,8229,3654,2067,0.44403937294932555,0.5656814449917899
0.78,8229,3567,2013,0.4334670069267226,0.5643397813288478
0.79,8229,3505,1976,0.42593267711751126,0.5637660485021398
0.8,8229,3434,1941,0.4173046542714789,0.5652300524170064
0.81,8229,3367,1899,0.40916271721958924,0.564003564003564
0.8200000000000001,8229,3271,1839,0.3974966581601653,0.5622133904004891
0.8300000000000001,8229,3197,1784,0.38850407096852596,0.5580231467000313
0.84,8229,3139,1758,0.3814558269534573,0.5600509716470213
0.85,8229,3076,1720,0.3737999756957103,0.5591677503250976
0.86,8229,3023,1689,0.36735933892331996,0.558716506781343
0.87,8229,2963,1649,0.36006805201118,0.556530543368208
0.88,8229,2907,1620,0.35326285089318266,0.5572755417956656
0.89,8229,2846,1587,0.345850042532507,0.5576247364722418
0.9,8229,2782,1557,0.3380726698262243,0.5596693026599568
0.91,8229,2727,1529,0.33138899015676265,0.5606894022735607
0.92,8229,2660,1501,0.323247053104873,0.5642857142857143
0.93,8229,2584,1466,0.31401142301616236,0.5673374613003096
0.9400000000000001,8229,2509,1426,0.3048973143759874,0.5683539258668793
0.9500000000000001,8229,2404,1375,0.29213756227974236,0.5719633943427621
0.96,8229,2277,1314,0.27670433831571273,0.5770750988142292
0.97,8229,2120,1237,0.25762547089561305,0.5834905660377359
0.98,8229,1885,1122,0.22906793048973143,0.5952254641909814
0.99,8229,1440,889,0.17499088589135983,0.6173611111111111
1.0,8229,0,0,0.0,
