checkpoint,subject_id,baseline_accuracy,fused_accuracy,delta_accuracy,baseline_macro_f1,fused_macro_f1,delta_macro_f1
best,1,0.6675173168064163,0.6215822092599343,0.045935107546482,0.6550332376517523,0.6218355677319986,0.0331976699197537
best,2,0.4338315712723296,0.4316441851986876,0.0021873860736419948,0.4212574988030499,0.4259111928422449,-0.004653694039194967
best,9,0.43966460080204156,0.3915421071819176,0.04812249362012394,0.44825703761020286,0.38754540234166335,0.06071163526853951
final,1,0.6131972293109734,0.6008020415603355,0.01239518775063797,0.6124868707591331,0.5940064926866251,0.01848037807250802
final,2,0.41851986875683556,0.35034633612832666,0.06817353262850889,0.4146366559490353,0.34235429223860236,0.07228236371043295
final,9,0.33102442581115565,0.4320087495442946,-0.10098432373313893,0.33106501483460066,0.4338311503597117,-0.10276613552511105
