name,delta,theta,alpha,beta,gamma
class-0,0.21826039254665375,0.14082887768745422,0.21423545479774475,0.2163131833076477,0.2103618085384369
class-1,0.17404064536094666,0.13039341568946838,0.14867834746837616,0.2743183374404907,0.27256858348846436
class-2,0.1883273869752884,0.1930481493473053,0.20459485054016113,0.20050545036792755,0.21352747082710266
