rule,threshold,selected_count,coverage,pseudo_label_accuracy
Consensus,0.0,2553,1.0,0.5569917743830788
Consensus,0.030963929370045662,2553,1.0,0.5569917743830788
Consensus,0.0579390823841095,2552,0.9996083039561301,0.5568181818181818
Consensus,0.06071322411298752,2551,0.9992166079122601,0.5570364562916503
Consensus,0.06166971102356911,2550,0.9988249118683902,0.5568627450980392
Consensus,0.0655197724699974,2549,0.9984332158245202,0.557081208316987
Consensus,0.06764063239097595,2548,0.9980415197806503,0.5572998430141287
Consensus,0.07318062335252762,2547,0.9976498237367802,0.5575186493914409
Consensus,0.08128815144300461,2546,0.9972581276929103,0.5573448546739984
Consensus,0.0837782472372055,2545,0.9968664316490403,0.5575638506876228
Consensus,0.08482670038938522,2544,0.9964747356051704,0.5577830188679245
Consensus,0.09011116623878479,2543,0.9960830395613004,0.5576091230829728
Consensus,0.09149689972400665,2542,0.9956913435174305,0.5578284815106216
Consensus,0.0915169045329094,2541,0.9952996474735605,0.5580480125934671
Consensus,0.09171988815069199,2540,0.9949079514296906,0.5578740157480315
Consensus,0.09844007343053818,2539,0.9945162553858206,0.5576998818432454
Consensus,0.0994352474808693,2538,0.9941245593419507,0.557919621749409
Consensus,0.10460054129362106,2537,0.9937328632980806,0.5577453685455263
Consensus,0.10612605512142181,2536,0.9933411672542107,0.557570977917981
Consensus,0.11117067188024521,2535,0.9929494712103408,0.557396449704142
Consensus,0.11431030929088593,2534,0.9925577751664708,0.5572217837411207
Consensus,0.11546539515256882,2533,0.9921660791226009,0.5570469798657718
Consensus,0.11733503639698029,2532,0.9917743830787309,0.556872037914692
Consensus,0.12015879154205322,2531,0.991382687034861,0.5570920584749111
Consensus,0.12116926908493042,2530,0.990990990990991,0.5573122529644269
Consensus,0.12296900898218155,2529,0.9905992949471211,0.5571372083827599
Consensus,0.12330514937639236,2528,0.990207598903251,0.5573575949367089
Consensus,0.12393859028816223,2527,0.9898159028593811,0.557182429758607
Consensus,0.12530629336833954,2526,0.9894242068155111,0.557403008709422
Consensus,0.12592580914497375,2525,0.9890325107716412,0.5572277227722773
Consensus,0.12772807478904724,2524,0.9886408147277712,0.5570522979397782
Consensus,0.12812159955501556,2523,0.9882491186839013,0.5568767340467697
Consensus,0.1299230456352234,2522,0.9878574226400313,0.5570975416336241
Consensus,0.13702239096164703,2521,0.9874657265961614,0.5573185243950813
Consensus,0.1377355009317398,2520,0.9870740305522914,0.5571428571428572
Consensus,0.13859064877033234,2519,0.9866823345084215,0.5573640333465661
Consensus,0.13974452018737793,2518,0.9862906384645516,0.5575853852263701
Consensus,0.14023664593696594,2517,0.9858989424206815,0.5578069129916567
Consensus,0.14029255509376526,2516,0.9855072463768116,0.5580286168521462
Consensus,0.14116528630256653,2515,0.9851155503329416,0.5578528827037773
Consensus,0.1412736177444458,2514,0.9847238542890717,0.5576770087509945
Consensus,0.14167378842830658,2513,0.9843321582452017,0.5575009948269001
Consensus,0.14266516268253326,2512,0.9839404622013318,0.5573248407643312
Consensus,0.14404335618019104,2511,0.9835487661574618,0.5575467941059339
Consensus,0.14470700919628143,2510,0.9831570701135919,0.5573705179282868
Consensus,0.14491170644760132,2509,0.9827653740697219,0.557194101235552
Consensus,0.1459774374961853,2508,0.982373678025852,0.5570175438596491
Consensus,0.1461513191461563,2507,0.9819819819819819,0.5568408456322298
Consensus,0.14717453718185425,2506,0.981590285938112,0.5566640063846767
Consensus,0.14754870533943176,2505,0.981198589894242,0.5564870259481038
Consensus,0.1478348970413208,2504,0.9808068938503721,0.5567092651757188
Consensus,0.15002290904521942,2503,0.9804151978065021,0.5565321614063125
Consensus,0.15052902698516846,2502,0.9800235017626322,0.5563549160671463
Consensus,0.15111975371837616,2501,0.9796318057187623,0.5565773690523791
Consensus,0.15112809836864471,2500,0.9792401096748923,0.5564
Consensus,0.1513494849205017,2499,0.9788484136310224,0.5562224889955982
Consensus,0.15142612159252167,2498,0.9784567175871524,0.5564451561248999
Consensus,0.15156303346157074,2497,0.9780650215432825,0.5566680016019223
Consensus,0.1544579118490219,2496,0.9776733254994124,0.5568910256410257
Consensus,0.1550515592098236,2495,0.9772816294555425,0.5567134268537074
Consensus,0.1552741974592209,2494,0.9768899334116725,0.5569366479550922
Consensus,0.1555805504322052,2493,0.9764982373678026,0.5571600481347774
Consensus,0.15604253113269806,2492,0.9761065413239326,0.5569823434991974
Consensus,0.1565263420343399,2491,0.9757148452800627,0.5572059413890004
Consensus,0.15807007253170013,2490,0.9753231492361927,0.5570281124497992
Consensus,0.15876328945159912,2489,0.9749314531923228,0.5568501406187224
Consensus,0.16181223094463348,2488,0.9745397571484528,0.5570739549839229
Consensus,0.1632050722837448,2487,0.9741480611045829,0.5572979493365501
Consensus,0.16327448189258575,2486,0.9737563650607128,0.5575221238938053
Consensus,0.16446037590503693,2485,0.9733646690168429,0.5577464788732395
Consensus,0.1649288535118103,2484,0.972972972972973,0.5579710144927537
