variant,partition,domain_centroid_distance_full,domain_separation_ratio_full,subject_separation_ratio_full,emotion_separation_ratio_full,domain_centroid_distance,domain_separation_ratio,subject_separation_ratio,emotion_separation_ratio
standard_norm,target,8.619936511675425,0.047481319538861005,2.669557336082029,0.021331264650190834,4.921794175100174,0.025647729500228634,4.802157711253834,0.0072463055158727635
baseline,target,1.6615444668433878e-06,2.689720423819789e-14,2.7480847775228773e-13,0.10292974037192633,1.1901803599566567e-07,3.410608328524817e-16,2.1351464325951457e-14,0.053004639336442394
